,index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
1855,8319,25,44000,RENT,7.0,MEDICAL,C,7500,13.92,1,0.17,N,3
1856,8320,23,44000,RENT,0.0,VENTURE,E,7500,16.0,1,0.17,N,4
1857,8321,22,51000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,11.86,1,0.24,N,3
1858,8326,26,51000,MORTGAGE,5.0,MEDICAL,D,7000,15.21,1,0.14,N,4
1859,8328,22,44400,RENT,4.0,DEBTCONSOLIDATION,A,7500,8.49,1,0.17,N,4
1860,8331,26,51000,MORTGAGE,10.0,MEDICAL,D,13000,15.33,1,0.25,Y,3
1861,8358,25,53000,RENT,3.0,MEDICAL,D,7500,12.92,1,0.14,N,4
1862,8380,25,51500,OTHER,1.0,MEDICAL,D,13000,16.07,1,0.25,N,2
1863,8395,23,51600,MORTGAGE,1.0,PERSONAL,B,4800,10.99,1,0.09,N,3
1864,8397,23,62844,RENT,7.0,HOMEIMPROVEMENT,C,7500,11.97,1,0.12,N,4
1865,8401,23,64000,RENT,0.0,HOMEIMPROVEMENT,D,7500,13.55,1,0.12,N,3
1866,8413,25,58650,RENT,5.0,MEDICAL,D,7500,15.37,1,0.11,N,4
1867,8417,25,74004,RENT,2.0,DEBTCONSOLIDATION,D,7500,12.61,1,0.1,Y,4
1868,8421,22,76500,RENT,0.0,HOMEIMPROVEMENT,D,7500,13.24,1,0.1,Y,4
1869,8426,22,66300,RENT,3.0,MEDICAL,D,7500,14.96,1,0.1,N,2
1870,8431,24,79500,RENT,2.0,VENTURE,D,7500,16.89,1,0.09,N,4
1871,8439,26,108000,RENT,2.0,DEBTCONSOLIDATION,D,7500,16.77,1,0.07,Y,3
1872,8442,26,51996,MORTGAGE,2.0,MEDICAL,E,6500,15.68,1,0.13,N,4
1873,8447,24,20400,RENT,3.0,VENTURE,C,7550,14.79,1,0.37,N,4
1874,8452,26,56950,RENT,10.0,MEDICAL,B,7550,9.99,1,0.11,N,3
1875,8457,22,52000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,14825,15.62,1,0.29,N,3
1876,8459,25,39000,RENT,3.0,MEDICAL,C,7600,12.84,1,0.19,N,3
1877,8460,22,49000,RENT,0.0,EDUCATION,D,7600,15.62,1,0.16,N,4
1878,8464,25,61680,RENT,1.0,VENTURE,C,7600,13.23,1,0.12,N,4
1879,8474,24,52000,MORTGAGE,8.0,EDUCATION,D,5000,15.28,1,0.1,N,4
1880,8475,25,24000,RENT,6.0,PERSONAL,A,7700,8.9,1,0.32,N,3
1881,8478,23,29772,RENT,3.0,PERSONAL,D,7700,16.77,1,0.26,Y,4
1882,8483,22,19680,RENT,2.0,EDUCATION,D,7750,14.83,1,0.39,Y,3
1883,8485,24,24000,RENT,0.0,HOMEIMPROVEMENT,D,7750,17.27,1,0.32,N,3
1884,8487,26,24000,RENT,1.0,DEBTCONSOLIDATION,C,7750,14.35,1,0.32,N,3
1885,8489,21,26000,RENT,2.0,MEDICAL,E,7750,16.7,1,0.3,Y,2
1886,8498,23,29000,RENT,6.0,MEDICAL,D,7750,14.59,1,0.27,Y,3
1887,8502,23,52000,MORTGAGE,7.0,PERSONAL,B,5000,11.48,1,0.1,N,2
1888,8505,25,100000,RENT,9.0,PERSONAL,B,7750,9.99,1,0.08,N,4
1889,8509,23,33000,RENT,0.0,PERSONAL,B,7800,10.95,1,0.24,N,2
1890,8510,24,33600,RENT,1.0,PERSONAL,D,7800,16.49,1,0.23,N,4
1891,8513,21,34000,RENT,5.0,DEBTCONSOLIDATION,C,7800,13.79,1,0.23,N,2
1892,8522,22,52000,MORTGAGE,6.0,EDUCATION,D,10000,13.87,1,0.19,Y,2
1893,8531,24,49000,RENT,2.0,VENTURE,D,7800,15.62,1,0.16,N,2
1894,8536,23,59004,RENT,1.0,DEBTCONSOLIDATION,D,7800,15.99,1,0.13,Y,3
1895,8542,22,32000,RENT,0.0,PERSONAL,D,7875,14.91,1,0.25,N,2
1896,8549,22,52650,MORTGAGE,1.0,DEBTCONSOLIDATION,F,19200,17.26,1,0.36,N,4
1897,8551,26,52704,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,10.95,1,0.06,N,4
1898,8555,22,14400,RENT,3.0,HOMEIMPROVEMENT,B,8000,9.99,1,0.56,N,4
1899,8556,21,15500,RENT,3.0,HOMEIMPROVEMENT,A,8000,7.51,1,0.52,N,4
1900,8557,24,16000,RENT,0.0,HOMEIMPROVEMENT,C,8000,13.57,1,0.5,N,2
1901,8559,22,19200,RENT,4.0,HOMEIMPROVEMENT,D,8000,16.29,1,0.42,Y,3
1902,8561,24,19200,RENT,1.0,HOMEIMPROVEMENT,C,8000,13.61,1,0.42,Y,3
1903,8565,24,20000,RENT,5.0,EDUCATION,B,8000,10.99,1,0.4,N,4
1904,8566,21,20000,RENT,4.0,MEDICAL,B,8000,12.21,1,0.4,N,4
1905,8569,24,20000,RENT,0.0,MEDICAL,C,8000,12.41,1,0.4,Y,4
1906,8571,23,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6000,10.65,1,0.11,N,3
1907,8574,22,21000,RENT,7.0,EDUCATION,D,8000,16.77,1,0.38,Y,2
1908,8581,22,21600,RENT,3.0,MEDICAL,B,8000,11.49,1,0.37,N,3
1909,8582,24,53000,MORTGAGE,6.0,MEDICAL,D,5000,15.62,1,0.09,N,4
1910,8584,21,53000,MORTGAGE,4.0,PERSONAL,A,14400,7.49,1,0.27,N,2
1911,8585,25,21996,RENT,3.0,HOMEIMPROVEMENT,C,8000,13.98,1,0.36,Y,2
1912,8586,24,22100,RENT,4.0,EDUCATION,C,8000,13.23,1,0.36,N,2
1913,8588,22,53000,MORTGAGE,6.0,EDUCATION,C,25000,13.8,1,0.47,N,3
1914,8589,24,23000,RENT,0.0,HOMEIMPROVEMENT,C,8000,13.49,1,0.35,N,4
1915,8592,22,23400,RENT,2.0,MEDICAL,A,8000,8.59,1,0.34,N,2
1916,8597,23,24000,RENT,7.0,PERSONAL,A,8000,7.29,1,0.33,N,2
1917,8601,26,25000,RENT,1.0,MEDICAL,B,8000,11.71,1,0.32,N,4
1918,8602,25,25000,RENT,1.0,HOMEIMPROVEMENT,B,8000,12.42,1,0.32,N,3
1919,8603,22,25000,RENT,4.0,VENTURE,B,8000,10.74,1,0.32,N,4
1920,8605,23,25000,RENT,6.0,PERSONAL,C,8000,13.61,1,0.32,Y,4
1921,8606,22,25000,RENT,6.0,EDUCATION,B,8000,11.36,1,0.32,N,2
1922,8610,23,25200,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.73,1,0.32,N,4
1923,8612,22,26000,RENT,0.0,EDUCATION,B,8000,11.99,1,0.31,N,4
1924,8613,25,26000,RENT,4.0,MEDICAL,C,8000,12.87,1,0.31,N,4
1925,8617,23,27996,RENT,0.0,HOMEIMPROVEMENT,D,8000,17.58,1,0.29,Y,4
1926,8626,21,28000,RENT,3.0,EDUCATION,B,8000,10.99,1,0.29,N,2
1927,8634,22,53774,MORTGAGE,6.0,DEBTCONSOLIDATION,E,8600,19.42,1,0.16,N,2
1928,8639,26,53826,MORTGAGE,10.0,VENTURE,C,8500,14.79,1,0.16,N,3
1929,8642,23,53950,MORTGAGE,8.0,EDUCATION,E,15000,16.63,1,0.28,Y,2
1930,8647,26,30000,RENT,0.0,EDUCATION,B,8000,9.91,1,0.27,N,2
1931,8651,26,54000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,3600,12.69,1,0.07,N,4
1932,8679,26,31000,RENT,5.0,HOMEIMPROVEMENT,C,8000,14.27,1,0.26,Y,3
1933,8684,23,54000,MORTGAGE,7.0,EDUCATION,B,21200,12.42,1,0.39,N,2
1934,8692,24,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6300,14.65,1,0.12,Y,2
1935,8693,22,33996,RENT,1.0,DEBTCONSOLIDATION,B,8000,10.51,1,0.24,N,3
1936,8698,24,29000,RENT,4.0,HOMEIMPROVEMENT,B,8000,12.42,1,0.28,N,2
1937,8714,23,29000,RENT,0.0,VENTURE,F,8000,18.3,1,0.28,N,2
1938,8715,23,29000,RENT,7.0,EDUCATION,C,8000,12.73,1,0.28,N,3
1939,8724,22,29570,RENT,6.0,DEBTCONSOLIDATION,D,8000,14.42,1,0.27,Y,4
1940,8730,22,30000,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.11,1,0.27,N,3
1941,8734,21,30000,RENT,3.0,VENTURE,E,8000,16.45,1,0.27,Y,2
1942,8747,22,30996,RENT,6.0,EDUCATION,A,8000,7.14,1,0.26,N,4
1943,8754,22,31200,RENT,0.0,PERSONAL,D,8000,14.3,1,0.26,Y,3
1944,8760,24,54000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,1500,5.42,1,0.03,N,3
1945,8778,26,54000,MORTGAGE,10.0,EDUCATION,A,8500,5.42,1,0.16,N,3
1946,8782,23,32698,RENT,3.0,DEBTCONSOLIDATION,F,8000,18.43,1,0.24,Y,3
1947,8786,23,54000,MORTGAGE,3.0,VENTURE,D,4000,15.62,1,0.07,N,3
1948,8788,26,54000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,4800,11.49,1,0.09,N,2
1949,8794,23,33996,RENT,7.0,PERSONAL,B,8000,10.95,1,0.24,N,3
1950,8801,24,34000,RENT,0.0,VENTURE,D,8000,16.49,1,0.24,Y,3
1951,8805,23,54000,MORTGAGE,5.0,MEDICAL,C,5200,13.99,1,0.1,N,3
1952,8819,21,35000,RENT,0.0,PERSONAL,F,8000,19.79,1,0.23,Y,4
1953,8821,26,35000,RENT,0.0,DEBTCONSOLIDATION,D,8000,15.31,1,0.23,Y,2
1954,8826,26,54000,MORTGAGE,8.0,MEDICAL,D,5000,15.62,1,0.09,Y,4
1955,8830,23,36000,RENT,2.0,MEDICAL,A,8000,7.51,1,0.22,N,2
1956,8835,24,36000,RENT,1.0,PERSONAL,B,8000,12.12,1,0.22,N,4
1957,8840,24,36000,RENT,6.0,PERSONAL,D,8000,15.28,1,0.22,N,3
1958,8847,25,36000,RENT,9.0,PERSONAL,C,8000,12.73,1,0.22,Y,2
1959,8850,24,36000,RENT,2.0,VENTURE,D,8000,14.96,1,0.22,Y,2
1960,8853,24,36816,RENT,0.0,PERSONAL,B,8000,10.65,1,0.22,N,4
1961,8871,25,54000,MORTGAGE,4.0,EDUCATION,D,12000,17.49,1,0.22,N,4
1962,8874,23,39000,RENT,3.0,DEBTCONSOLIDATION,D,8000,16.49,1,0.21,N,3
1963,8880,23,39000,RENT,3.0,HOMEIMPROVEMENT,B,8000,11.36,1,0.21,N,3
1964,8890,25,39000,RENT,4.0,PERSONAL,C,8000,11.34,1,0.21,Y,2
1965,8899,24,40000,RENT,5.0,EDUCATION,B,8000,9.88,1,0.2,N,2
1966,8903,21,41000,RENT,4.0,DEBTCONSOLIDATION,B,8000,9.91,1,0.2,N,4
1967,8915,24,42000,RENT,8.0,MEDICAL,D,8000,16.29,1,0.19,N,4
1968,8927,23,42000,RENT,3.0,HOMEIMPROVEMENT,D,8000,15.58,1,0.19,N,2
1969,8936,21,44000,RENT,5.0,VENTURE,D,8000,16.29,1,0.18,N,3
1970,8945,23,44000,RENT,5.0,EDUCATION,C,8000,13.49,1,0.18,Y,2
1971,8953,21,44000,RENT,6.0,EDUCATION,D,8000,15.21,1,0.18,N,2
1972,8968,25,44000,RENT,1.0,MEDICAL,D,8000,12.92,1,0.18,N,4
1973,8985,26,46000,RENT,3.0,PERSONAL,D,8000,14.42,1,0.17,N,2
1974,8988,23,46000,RENT,2.0,EDUCATION,D,8000,11.86,1,0.17,N,3
1975,8992,24,46500,RENT,2.0,HOMEIMPROVEMENT,C,8000,15.23,1,0.17,Y,2
1976,9002,23,48000,RENT,3.0,DEBTCONSOLIDATION,D,8000,15.58,1,0.17,N,2
1977,9006,23,54000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,10000,16.45,1,0.19,N,3
1978,9010,22,48996,RENT,0.0,PERSONAL,D,8000,14.96,1,0.16,Y,2
1979,9012,23,54000,MORTGAGE,2.0,MEDICAL,D,7500,15.58,1,0.14,N,2
1980,9014,23,54000,MORTGAGE,5.0,EDUCATION,B,7750,10.38,1,0.14,N,4
1981,9017,26,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,13.98,1,0.11,Y,3
1982,9026,22,49000,RENT,1.0,EDUCATION,A,8000,6.91,1,0.16,N,2
1983,9031,23,49161,RENT,1.0,HOMEIMPROVEMENT,D,8000,13.17,1,0.16,Y,4
1984,9036,23,50000,RENT,7.0,DEBTCONSOLIDATION,D,8000,16.02,1,0.16,N,3
1985,9040,22,54000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,7.51,1,0.3,N,2
1986,9052,24,52000,RENT,8.0,EDUCATION,C,8000,13.99,1,0.15,Y,2
1987,9054,22,52000,RENT,0.0,VENTURE,D,8000,15.58,1,0.15,N,3
1988,9072,25,54000,RENT,1.0,HOMEIMPROVEMENT,B,8000,11.49,1,0.15,N,4
1989,9075,22,54000,RENT,4.0,EDUCATION,C,8000,13.48,1,0.15,Y,3
1990,9078,25,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,8400,14.59,1,0.16,N,2
1991,9094,22,55000,RENT,5.0,PERSONAL,D,8000,15.31,1,0.15,N,4
1992,9095,24,55000,RENT,2.0,HOMEIMPROVEMENT,D,8000,14.61,1,0.15,N,2
1993,9099,26,55700,RENT,2.0,HOMEIMPROVEMENT,C,8000,13.49,1,0.14,Y,4
1994,9101,21,46000,RENT,2.0,VENTURE,D,5200,17.27,1,0.11,Y,4
1995,9102,23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,5000,14.96,1,0.09,Y,2
1996,9105,24,54000,RENT,7.0,PERSONAL,B,5200,10.37,1,0.1,N,3
1997,9108,22,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,12000,13.48,1,0.22,N,2
1998,9112,23,15000,RENT,3.0,DEBTCONSOLIDATION,B,5175,12.18,1,0.34,N,2
1999,9113,25,21000,RENT,0.0,DEBTCONSOLIDATION,B,5175,12.53,1,0.25,N,2
2000,9115,21,54000,RENT,5.0,DEBTCONSOLIDATION,A,5125,5.99,1,0.09,N,4
2001,9136,26,34000,RENT,8.0,MEDICAL,D,5050,16.89,1,0.15,N,4
2002,9142,21,10000,RENT,0.0,PERSONAL,D,5000,12.17,1,0.5,Y,2
2003,9144,24,10668,RENT,0.0,HOMEIMPROVEMENT,A,5000,7.88,1,0.47,N,3
2004,9145,24,10800,RENT,8.0,VENTURE,A,5000,7.88,1,0.46,N,2
2005,9147,21,12000,RENT,5.0,VENTURE,B,5000,11.49,1,0.42,N,2
2006,9151,24,13000,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.0,1,0.38,N,2
2007,9153,21,14400,RENT,3.0,VENTURE,C,5000,13.72,1,0.35,N,4
2008,9154,23,14400,RENT,2.0,VENTURE,A,5000,6.91,1,0.35,N,3
2009,9161,22,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,10000,14.61,1,0.19,Y,4
2010,9162,26,15600,RENT,5.0,DEBTCONSOLIDATION,A,5000,5.99,1,0.32,N,3
2011,9166,25,15600,RENT,6.0,MEDICAL,B,5000,10.75,1,0.32,N,3
2012,9169,26,16120,RENT,2.0,PERSONAL,B,5000,11.58,1,0.31,N,3
2013,9171,22,16320,RENT,0.0,DEBTCONSOLIDATION,B,5000,12.53,1,0.31,N,2
2014,9176,24,16800,RENT,1.0,EDUCATION,C,5000,14.22,1,0.3,Y,4
2015,9177,22,54000,MORTGAGE,0.0,EDUCATION,B,4000,11.14,1,0.07,N,3
2016,9178,25,54000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000,12.53,1,0.22,N,4
2017,9179,23,17004,RENT,3.0,MEDICAL,A,5000,6.54,1,0.29,N,2
2018,9182,22,17720,RENT,6.0,HOMEIMPROVEMENT,B,5000,9.62,1,0.28,N,4
2019,9184,23,18000,RENT,0.0,EDUCATION,A,5000,8.59,1,0.28,N,4
2020,9185,21,18492,RENT,0.0,EDUCATION,D,5000,12.92,1,0.27,Y,3
2021,9190,25,19200,RENT,3.0,VENTURE,B,5000,10.99,1,0.26,N,3
2022,9193,25,19200,RENT,0.0,HOMEIMPROVEMENT,B,5000,9.62,1,0.26,N,2
2023,9195,25,19800,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.49,1,0.25,Y,4
2024,9205,24,54000,MORTGAGE,8.0,VENTURE,D,1500,14.42,1,0.03,Y,2
2025,9209,21,21000,RENT,5.0,MEDICAL,F,5000,20.89,1,0.24,N,2
2026,9211,24,54000,MORTGAGE,9.0,MEDICAL,A,10000,9.63,1,0.19,N,2
2027,9214,23,54000,OTHER,7.0,HOMEIMPROVEMENT,E,16000,16.32,1,0.3,N,3
2028,9216,24,21120,RENT,3.0,PERSONAL,B,5000,11.71,1,0.24,N,2
2029,9217,25,21600,RENT,0.0,VENTURE,D,5000,17.58,1,0.23,Y,3
2030,9221,23,21600,RENT,5.0,PERSONAL,C,5000,13.06,1,0.23,Y,4
2031,9223,26,54000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,8000,11.89,1,0.15,N,2
2032,9228,25,22000,RENT,3.0,PERSONAL,E,5000,16.32,1,0.23,N,3
2033,9233,24,22992,RENT,1.0,HOMEIMPROVEMENT,C,5000,13.06,1,0.22,Y,3
2034,9237,23,24000,RENT,0.0,HOMEIMPROVEMENT,C,5000,14.27,1,0.21,Y,2
2035,9243,23,54000,MORTGAGE,3.0,MEDICAL,C,7500,11.03,1,0.14,Y,3
2036,9263,21,24996,RENT,2.0,EDUCATION,E,5000,16.45,1,0.2,N,4
2037,9269,24,54417,MORTGAGE,1.0,MEDICAL,C,9525,11.66,1,0.18,Y,3
2038,9275,24,54500,MORTGAGE,7.0,MEDICAL,D,8000,17.49,1,0.15,N,4
2039,9280,24,25000,RENT,2.0,DEBTCONSOLIDATION,A,5000,8.94,1,0.2,N,2
2040,9283,21,25000,RENT,0.0,DEBTCONSOLIDATION,D,5000,12.86,1,0.2,Y,2
2041,9295,25,55000,MORTGAGE,4.0,MEDICAL,D,9000,16.77,1,0.16,Y,2
2042,9297,23,27000,RENT,2.0,MEDICAL,E,5000,16.77,1,0.19,Y,2
2043,9299,24,55000,MORTGAGE,8.0,EDUCATION,B,6000,11.99,1,0.11,N,2
2044,9304,25,27096,RENT,7.0,DEBTCONSOLIDATION,A,5000,7.9,1,0.18,N,2
2045,9315,24,27500,RENT,0.0,PERSONAL,E,5000,15.07,1,0.18,Y,4
2046,9324,26,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,7.51,1,0.18,N,3
2047,9327,23,55000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,15.33,1,0.18,N,2
2048,9333,24,56400,RENT,4.0,MEDICAL,D,8000,14.96,1,0.14,Y,2
2049,9352,23,55200,MORTGAGE,1.0,PERSONAL,E,15250,15.68,1,0.28,N,2
2050,9353,24,55200,MORTGAGE,0.0,MEDICAL,D,6000,14.42,1,0.11,Y,2
2051,9357,24,55200,MORTGAGE,8.0,EDUCATION,C,9600,10.78,1,0.17,N,4
2052,9364,23,55365,MORTGAGE,4.0,PERSONAL,F,25000,19.04,1,0.45,N,4
2053,9366,21,55400,MORTGAGE,5.0,HOMEIMPROVEMENT,C,5000,14.27,1,0.09,N,4
2054,9367,23,55400,MORTGAGE,1.0,MEDICAL,D,5500,14.61,1,0.1,N,2
2055,9389,25,64000,RENT,7.0,DEBTCONSOLIDATION,D,8000,15.28,1,0.13,Y,4
2056,9394,22,64000,RENT,0.0,PERSONAL,D,8000,14.84,1,0.13,N,2
2057,9405,22,66000,RENT,6.0,HOMEIMPROVEMENT,C,8000,14.65,1,0.12,Y,4
2058,9429,25,69000,RENT,1.0,HOMEIMPROVEMENT,D,8000,13.99,1,0.12,Y,2
2059,9437,23,56000,MORTGAGE,7.0,VENTURE,D,8000,14.54,1,0.14,Y,2
2060,9445,25,74000,RENT,9.0,HOMEIMPROVEMENT,A,8000,7.29,1,0.11,N,3
2061,9454,26,76000,RENT,6.0,HOMEIMPROVEMENT,C,8000,13.48,1,0.11,Y,4
2062,9455,25,56000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,2000,11.49,1,0.04,N,3
2063,9459,24,56000,MORTGAGE,1.0,VENTURE,C,10000,14.35,1,0.18,N,4
2064,9460,22,66300,RENT,4.0,MEDICAL,E,8000,18.39,1,0.1,N,4
2065,9466,21,56000,MORTGAGE,5.0,EDUCATION,B,18000,10.25,1,0.32,N,2
2066,9475,23,76500,RENT,0.0,DEBTCONSOLIDATION,C,8000,14.26,1,0.1,N,4
2067,9485,22,56000,MORTGAGE,5.0,MEDICAL,E,15000,16.0,1,0.27,Y,4
2068,9499,26,84000,RENT,0.0,HOMEIMPROVEMENT,C,8000,12.61,1,0.1,N,4
2069,9500,25,56004,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,11.71,1,0.14,N,3
2070,9501,25,84000,RENT,1.0,VENTURE,E,8000,16.45,1,0.1,N,2
2071,9503,24,56004,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000,10.0,1,0.11,N,3
2072,9508,23,56004,MORTGAGE,7.0,PERSONAL,B,15000,11.26,1,0.27,N,2
2073,9514,23,89000,RENT,8.0,DEBTCONSOLIDATION,D,8000,14.74,1,0.09,N,3
2074,9519,26,81600,RENT,10.0,MEDICAL,D,8000,16.29,1,0.08,Y,3
2075,9524,22,56208,MORTGAGE,6.0,DEBTCONSOLIDATION,D,12000,16.29,1,0.21,Y,2
2076,9527,22,108000,RENT,1.0,PERSONAL,D,8000,16.29,1,0.07,Y,2
2077,9528,25,108000,RENT,5.0,DEBTCONSOLIDATION,E,8000,16.77,1,0.07,N,3
2078,9544,22,56400,MORTGAGE,6.0,EDUCATION,D,8400,14.91,1,0.15,N,2
2079,9545,22,56400,MORTGAGE,6.0,PERSONAL,E,25000,16.4,1,0.44,N,3
2080,9546,24,131400,RENT,8.0,DEBTCONSOLIDATION,D,8000,15.99,1,0.06,N,2
2081,9552,26,183700,RENT,2.0,PERSONAL,D,8000,15.62,1,0.04,Y,4
2082,9553,22,30000,RENT,1.0,EDUCATION,B,8050,12.69,1,0.27,N,2
2083,9560,21,25000,RENT,0.0,EDUCATION,A,8125,7.9,1,0.33,N,3
2084,9567,24,60500,RENT,1.0,DEBTCONSOLIDATION,D,8150,17.27,1,0.13,Y,3
2085,9577,21,25200,RENT,1.0,EDUCATION,A,8250,7.49,1,0.33,N,4
2086,9586,25,70000,RENT,6.0,EDUCATION,C,8250,13.61,1,0.12,Y,4
2087,9589,23,26000,RENT,4.0,EDUCATION,B,8300,9.99,1,0.32,N,4
2088,9590,25,30000,RENT,0.0,HOMEIMPROVEMENT,A,8300,8.9,1,0.28,N,3
2089,9596,22,56920,MORTGAGE,6.0,VENTURE,D,10000,14.59,1,0.18,Y,2
2090,9597,24,56972,OWN,6.0,DEBTCONSOLIDATION,E,15000,16.4,1,0.26,N,4
2091,9605,21,32000,RENT,2.0,DEBTCONSOLIDATION,D,8400,16.77,1,0.26,Y,4
2092,9630,26,35500,RENT,10.0,DEBTCONSOLIDATION,D,8400,17.27,1,0.24,N,4
2093,9638,23,39000,RENT,5.0,PERSONAL,C,8400,13.79,1,0.22,N,2
2094,9646,26,44000,RENT,0.0,MEDICAL,E,8400,14.5,1,0.19,Y,3
2095,9652,23,46500,RENT,0.0,MEDICAL,D,8400,16.89,1,0.18,Y,3
2096,9656,26,49000,RENT,2.0,VENTURE,D,8400,18.25,1,0.17,Y,4
2097,9672,24,57000,MORTGAGE,9.0,MEDICAL,C,6500,13.04,1,0.11,Y,4
2098,9688,23,61000,RENT,2.0,PERSONAL,D,8400,14.84,1,0.14,N,2
2099,9702,23,100300,RENT,3.0,MEDICAL,D,8400,14.84,1,0.07,N,2
2100,9704,26,18000,RENT,2.0,DEBTCONSOLIDATION,C,8500,14.27,1,0.47,N,3
2101,9707,25,18000,RENT,3.0,VENTURE,C,8500,10.28,1,0.47,N,2
2102,9708,26,19200,RENT,0.0,DEBTCONSOLIDATION,B,8500,9.99,1,0.44,N,2
2103,9711,24,57655,MORTGAGE,7.0,MEDICAL,D,9925,15.58,1,0.17,N,2
2104,9715,26,36000,RENT,5.0,MEDICAL,B,8550,10.25,1,0.24,N,2
2105,9718,25,32000,RENT,2.0,DEBTCONSOLIDATION,D,8575,15.62,1,0.27,Y,2
2106,9726,26,30500,RENT,1.0,PERSONAL,D,8600,14.96,1,0.28,Y,4
2107,9736,23,28000,RENT,0.0,EDUCATION,A,8700,6.03,1,0.31,N,2
2108,9759,23,18500,RENT,2.0,VENTURE,C,9000,11.34,1,0.49,Y,3
2109,9761,21,20000,RENT,2.0,MEDICAL,A,9000,7.51,1,0.45,N,4
2110,9762,22,21600,RENT,1.0,VENTURE,B,9000,9.83,1,0.42,N,4
2111,9764,25,25000,RENT,5.0,MEDICAL,B,9000,11.49,1,0.36,N,2
2112,9767,24,25000,RENT,2.0,MEDICAL,B,9000,11.48,1,0.36,N,2
2113,9768,22,25600,RENT,5.0,VENTURE,A,9000,8.9,1,0.35,N,4
2114,9770,22,25920,RENT,1.0,MEDICAL,C,9000,10.59,1,0.35,N,2
2115,9771,22,26000,RENT,0.0,DEBTCONSOLIDATION,C,9000,12.73,1,0.35,N,4
2116,9773,24,26400,RENT,3.0,HOMEIMPROVEMENT,B,9000,11.49,1,0.34,N,3
2117,9776,21,26785,RENT,6.0,MEDICAL,A,9000,7.9,1,0.34,N,4
2118,9777,26,58000,MORTGAGE,1.0,MEDICAL,D,25000,13.55,1,0.43,Y,4
2119,9778,23,58000,MORTGAGE,7.0,MEDICAL,C,7200,11.97,1,0.12,N,3
2120,9779,23,26976,RENT,4.0,PERSONAL,A,9000,7.51,1,0.33,N,4
2121,9780,23,27600,RENT,3.0,VENTURE,C,9000,13.98,1,0.33,Y,3
2122,9781,22,28800,RENT,5.0,MEDICAL,B,9000,10.99,1,0.31,N,2
2123,9782,22,30000,RENT,0.0,HOMEIMPROVEMENT,C,9000,13.49,1,0.3,Y,4
2124,9783,25,30000,RENT,9.0,DEBTCONSOLIDATION,D,9000,17.58,1,0.3,Y,4
2125,9786,26,30000,RENT,8.0,EDUCATION,A,9000,5.99,1,0.3,N,2
2126,9791,23,30000,RENT,2.0,MEDICAL,D,9000,14.61,1,0.3,Y,4
2127,9804,21,33600,RENT,5.0,PERSONAL,B,9000,11.86,1,0.27,N,4
2128,9809,26,34320,RENT,2.0,EDUCATION,A,9000,6.62,1,0.26,N,2
2129,9810,23,29000,RENT,2.0,EDUCATION,B,9000,11.71,1,0.31,N,2
2130,9824,24,30000,RENT,0.0,EDUCATION,D,9000,15.58,1,0.3,N,3
2131,9831,26,30000,RENT,0.0,DEBTCONSOLIDATION,D,9000,15.65,1,0.3,Y,4
2132,9835,25,59000,MORTGAGE,4.0,PERSONAL,D,3000,16.29,1,0.05,Y,3
2133,9848,24,33996,RENT,1.0,EDUCATION,E,9000,16.0,1,0.26,Y,2
2134,9855,23,34000,RENT,5.0,MEDICAL,E,9000,17.06,1,0.26,Y,4
2135,9862,23,35500,RENT,2.0,HOMEIMPROVEMENT,D,9000,15.99,1,0.25,Y,2
2136,9865,25,59000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5000,6.03,1,0.08,N,2
2137,9873,21,36140,RENT,5.0,EDUCATION,A,9000,8.94,1,0.25,N,2
2138,9897,26,59000,MORTGAGE,5.0,MEDICAL,D,8000,15.99,1,0.14,Y,2
